region,year ,region_id,month,date,period,hospital_beds,COVID_hospitals,Hospitals,COVID_Beds,Intensive_COVID_beds,ID_Beds,Infection_beds,COVID_proportion,Hospitals_involved
Благоевград,2020,1,март,15/03/2020,1.00,1815,5,11,50,57,10,69,2.75,45.5
Благоевград,2020,1,април,15/04/2020,2.00,1815,5,11,94,57,12,69,5.18,45.5
Благоевград,2020,1,май,15/05/2020,3.00,1815,5,11,128,57,17,69,7.05,45.5
Благоевград,2020,1,юни,15/06/2020,4.00,1815,6,11,156,57,20,69,8.60,54.5
Благоевград,2020,1,юли,15/07/2020,5.00,1815,6,11,187,57,20,69,10.30,54.5
Благоевград,2020,1,август,15/08/2020,6.00,1815,6,11,226,57,22,69,12.45,54.5
Благоевград,2020,1,септември,15/09/2020,7.00,1815,6,11,345,57,22,69,19.01,54.5
Благоевград,2020,1,октомври,15/10/2020,8.00,1815,6,11,482,57,24,69,26.56,54.5
Благоевград,2020,1,ноември,15/11/2020,9.00,1815,7,11,567,57,26,69,31.24,63.6
Благоевград,2020,1,декември,15/12/2020,10.00,1815,7,11,620,57,29,69,34.16,63.6
Благоевград,2021,1,януари,15/01/2021,11.00,1815,7,11,517,57,29,69,28.48,63.6
Благоевград,2021,1,февруари,15/02/2021,12.00,1815,7,11,375,57,18,69,20.66,63.6
Благоевград,2021,1,март,15/03/2021,13.00,1815,7,11,466,57,19,69,25.67,63.6
Благоевград,2021,1,април,15/04/2021,14.00,1815,7,11,569,57,24,69,31.35,63.6
Благоевград,2021,1,май,15/05/2021,15.00,1815,7,11,400,57,21,69,22.04,63.6
Благоевград,2021,1,юни,15/06/2021,16.00,1815,7,11,304,57,18,69,16.75,63.6
Благоевград,2021,1,юли,15/07/2021,17.00,1815,7,11,214,57,18,69,11.79,63.6
Благоевград,2022,1,февруари,15/02/2021,24.00,1815,7,11,397,57,25,69,21.87,63.6
Благоевград,2022,1,януари,15/01/2022,23.00,1815,7,11,399,57,25,69,21.98,63.6
Благоевград,2021,1,август,15/08/2021,18.00,1815,7,11,114,57,11,69,6.28,63.6
Благоевград,2021,1,септември,15/09/2021,19.00,1815,7,11,334,57,21,69,18.40,63.6
Благоевград,2021,1,октомври,15/10/2021,20.00,1815,7,11,405,57,21,69,22.31,63.6
Благоевград,2021,1,ноември,15/11/2021,21.00,1815,7,11,479,57,27,69,26.39,63.6
Благоевград,2021,1,декември,15/12/2021,22.00,1815,7,11,387,57,25,69,21.32,63.6
Бургас,2020,2,март,15/03/2020,1.00,3050,2,18,22,67,12,35,0.72,11.1
Бургас,2020,2,април,15/04/2020,2.00,3050,3,18,32,67,12,35,1.05,16.7
Бургас,2020,2,май,15/05/2020,3.00,3050,2,18,22,67,12,35,0.72,11.1
Бургас,2020,2,юни,15/06/2020,4.00,3050,2,18,22,77,12,53,0.72,11.1
Бургас,2020,2,юли,15/07/2020,5.00,3050,2,18,22,77,12,53,0.72,11.1
Бургас,2020,2,август,15/08/2020,6.00,3050,4,18,76,77,12,53,2.49,22.2
Бургас,2020,2,септември,15/09/2020,7.00,3050,5,18,91,77,12,53,2.98,27.8
Бургас,2020,2,октомври,15/10/2020,8.00,3050,12,18,257,77,19,53,8.43,66.7
Бургас,2020,2,ноември,15/11/2020,9.00,3050,11,18,583,77,28,53,19.11,61.1
Бургас,2020,2,декември,15/12/2020,10.00,3050,11,18,614,89,28,53,20.13,61.1
Бургас,2021,2,януари,15/01/2021,11.00,3050,11,18,493,89,24,53,16.16,61.1
Бургас,2021,2,февруари,15/02/2021,12.00,3050,11,18,422,89,22,53,13.84,61.1
Бургас,2021,2,март,15/03/2021,13.00,3050,11,18,617,89,29,53,20.23,61.1
Бургас,2021,2,април,15/04/2021,14.00,3050,11,18,727,89,29,53,23.84,61.1
Бургас,2021,2,май,15/05/2021,15.00,3050,11,18,398,89,25,53,13.05,61.1
Бургас,2021,2,юни,15/06/2021,16.00,3050,5,18,92,89,14,53,3.02,27.8
Бургас,2021,2,юли,15/07/2021,17.00,3050,7,18,74,89,4,53,2.43,38.9
Бургас,2022,2,февруари,15/02/2021,24.00,3050,11,18,387,117,43,53,12.69,61.1
Бургас,2022,2,януари,15/01/2022,23.00,3050,11,18,430,117,36,53,14.10,61.1
Бургас,2021,2,август,15/08/2021,18.00,3050,10,18,251,89,24,53,8.23,55.6
Бургас,2021,2,септември,15/09/2021,19.00,3050,10,18,330,89,24,53,10.82,55.6
Бургас,2021,2,октомври,15/10/2021,20.00,3050,11,18,340,89,27,53,11.15,61.1
Бургас,2021,2,ноември,15/11/2021,21.00,3050,11,18,387,89,30,53,12.69,61.1
Бургас,2021,2,декември,15/12/2021,22.00,3050,11,18,387,117,28,53,12.69,61.1
Варна,2020,3,март,15/03/2020,1.00,2389,1,19,70,90,0,70,2.93,5.3
Варна,2020,3,април,15/04/2020,2.00,2389,1,19,70,90,0,70,2.93,5.3
Варна,2020,3,май,15/05/2020,3.00,2389,1,19,70,90,0,70,2.93,5.3
Варна,2020,3,юни,15/06/2020,4.00,2389,1,19,70,90,0,70,2.93,5.3
Варна,2020,3,юли,15/07/2020,5.00,2389,1,19,70,90,0,70,2.93,5.3
Варна,2020,3,август,15/08/2020,6.00,2389,4,19,110,90,5,70,4.60,21.1
Варна,2020,3,септември,15/09/2020,7.00,2389,4,19,110,90,5,70,4.60,21.1
Варна,2020,3,октомври,15/10/2020,8.00,2389,5,19,161,90,20,70,6.74,26.3
Варна,2020,3,ноември,15/11/2020,9.00,2426,8,19,468,127,45,70,19.29,42.1
Варна,2020,3,декември,15/12/2020,10.00,2426,8,19,511,127,45,70,21.06,42.1
Варна,2021,3,януари,15/01/2021,11.00,2426,8,19,334,127,23,70,13.77,42.1
Варна,2021,3,февруари,15/02/2021,12.00,2389,8,19,261,90,45,70,10.93,42.1
Варна,2021,3,март,15/03/2021,13.00,2389,8,19,647,90,72,70,27.08,42.1
Варна,2021,3,април,15/04/2021,14.00,2389,8,19,566,90,72,70,23.69,42.1
Варна,2021,3,май,15/05/2021,15.00,2389,7,19,264,90,33,70,11.05,36.8
Варна,2021,3,юни,15/06/2021,16.00,2389,6,19,189,90,5,70,7.91,31.6
Варна,2021,3,юли,15/07/2021,17.00,2389,1,19,82,90,7,70,3.43,5.3
Варна,2022,3,февруари,15/02/2021,24.00,2389,7,19,486,90,67,70,20.34,36.8
Варна,2022,3,януари,15/01/2022,23.00,2389,7,19,486,90,57,70,20.34,36.8
Варна,2021,3,август,15/08/2021,18.00,2389,7,19,304,90,32,70,12.72,36.8
Варна,2021,3,септември,15/09/2021,19.00,2389,7,19,466,90,35,70,19.51,36.8
Варна,2021,3,октомври,15/10/2021,20.00,2389,7,19,590,90,54,70,24.70,36.8
Варна,2021,3,ноември,15/11/2021,21.00,2389,7,19,560,90,57,70,23.44,36.8
Варна,2021,3,декември,15/12/2021,22.00,2389,6,19,470,90,57,70,19.67,31.6
Велико Търново,2020,4,март,15/03/2020,1.00,1576,2,13,23,39,0,30,1.46,15.4
Велико Търново,2020,4,април,15/04/2020,2.00,1576,2,13,23,39,0,30,1.46,15.4
Велико Търново,2020,4,май,15/05/2020,3.00,1576,2,13,23,39,0,30,1.46,15.4
Велико Търново,2020,4,юни,15/06/2020,4.00,1576,2,13,23,39,0,30,1.46,15.4
Велико Търново,2020,4,юли,15/07/2020,5.00,1576,3,13,28,39,0,35,1.78,23.1
Велико Търново,2020,4,август,15/08/2020,6.00,1576,4,13,36,31,0,35,2.28,30.8
Велико Търново,2020,4,септември,15/09/2020,7.00,1576,4,13,50,31,0,35,3.17,30.8
Велико Търново,2020,4,октомври,15/10/2020,8.00,1576,4,13,88,31,0,58,5.58,30.8
Велико Търново,2020,4,ноември,15/11/2020,9.00,1576,6,13,212,41,8,129,13.45,46.2
Велико Търново,2020,4,декември,15/12/2020,10.00,1576,6,13,269,41,16,123,17.07,46.2
Велико Търново,2021,4,януари,15/01/2021,11.00,1576,6,13,269,41,16,123,17.07,46.2
Велико Търново,2021,4,февруари,15/02/2021,12.00,1576,6,13,269,41,16,123,17.07,46.2
Велико Търново,2021,4,март,15/03/2021,13.00,1576,6,13,279,41,20,123,17.70,46.2
Велико Търново,2021,4,април,15/04/2021,14.00,1576,6,13,279,41,20,133,17.70,46.2
Велико Търново,2021,4,май,15/05/2021,15.00,1576,6,13,279,41,20,135,17.70,46.2
Велико Търново,2021,4,юни,15/06/2021,16.00,1576,6,13,96,41,12,40,6.09,46.2
Велико Търново,2021,4,юли,15/07/2021,17.00,1576,6,13,94,41,12,44,5.96,46.2
Велико Търново,2022,4,февруари,15/02/2021,24.00,1576,6,13,284,39,18,128,18.02,46.2
Велико Търново,2022,4,януари,15/01/2022,23.00,1576,6,13,257,39,18,112,16.31,46.2
Велико Търново,2021,4,август,15/08/2021,18.00,1576,6,13,236,43,20,126,14.97,46.2
Велико Търново,2021,4,септември,15/09/2021,19.00,1576,6,13,248,43,20,123,15.74,46.2
Велико Търново,2021,4,октомври,15/10/2021,20.00,1576,6,13,277,43,22,142,17.58,46.2
Велико Търново,2021,4,ноември,15/11/2021,21.00,1576,6,13,263,43,20,142,16.69,46.2
Велико Търново,2021,4,декември,15/12/2021,22.00,1576,6,13,227,39,18,84,14.40,46.2
Видин,2020,5,март,15/03/2020,1.00,320,1,2,54,6,6,0,16.88,50.0
Видин,2020,5,април,15/04/2020,2.00,320,1,2,54,6,6,0,16.88,50.0
Видин,2020,5,май,15/05/2020,3.00,320,1,2,54,6,6,0,16.88,50.0
Видин,2020,5,юни,15/06/2020,4.00,320,1,2,54,6,6,0,16.88,50.0
Видин,2020,5,юли,15/07/2020,5.00,320,1,2,54,6,6,0,16.88,50.0
Видин,2020,5,август,15/08/2020,6.00,320,1,2,54,6,6,0,16.88,50.0
Видин,2020,5,септември,15/09/2020,7.00,320,1,2,54,6,6,0,16.88,50.0
Видин,2020,5,октомври,15/10/2020,8.00,320,1,2,54,6,6,0,16.88,50.0
Видин,2020,5,ноември,15/11/2020,9.00,320,2,2,91,6,2,0,28.44,100.0
Видин,2020,5,декември,15/12/2020,10.00,320,2,2,143,6,2,0,44.69,100.0
Видин,2021,5,януари,15/01/2021,11.00,320,2,2,81,6,2,0,25.31,100.0
Видин,2021,5,февруари,15/02/2021,12.00,320,2,2,81,6,2,0,25.31,100.0
Видин,2021,5,март,15/03/2021,13.00,320,2,2,81,6,2,0,25.31,100.0
Видин,2021,5,април,15/04/2021,14.00,320,2,2,81,6,2,0,25.31,100.0
Видин,2021,5,май,15/05/2021,15.00,320,2,2,81,6,3,0,25.31,100.0
Видин,2021,5,юни,15/06/2021,16.00,320,2,2,45,6,3,0,14.06,100.0
Видин,2021,5,юли,15/07/2021,17.00,320,2,2,22,6,2,0,6.88,100.0
Видин,2022,5,февруари,15/02/2021,24.00,320,2,2,68,6,2,0,21.25,100.0
Видин,2022,5,януари,15/01/2022,23.00,320,2,2,58,6,2,0,18.13,100.0
Видин,2021,5,август,15/08/2021,18.00,320,2,2,29,6,1,0,9.06,100.0
Видин,2021,5,септември,15/09/2021,19.00,320,2,2,60,6,2,0,18.75,100.0
Видин,2021,5,октомври,15/10/2021,20.00,320,2,2,86,6,2,0,26.88,100.0
Видин,2021,5,ноември,15/11/2021,21.00,320,2,2,91,6,2,0,28.44,100.0
Видин,2021,5,декември,15/12/2021,22.00,320,2,2,60,6,2,0,18.75,100.0
Враца,2020,6,март,15/03/2020,1.00,1201,0,12,24,40,0,10,2.00,0.0
Враца,2020,6,април,15/04/2020,2.00,1201,0,12,24,40,0,10,2.00,0.0
Враца,2020,6,май,15/05/2020,3.00,1201,1,12,44,40,0,10,3.66,8.3
Враца,2020,6,юни,15/06/2020,4.00,1201,0,12,19,40,0,10,1.58,0.0
Враца,2020,6,юли,15/07/2020,5.00,1201,0,12,43,40,6,10,3.58,0.0
Враца,2020,6,август,15/08/2020,6.00,1201,0,12,26,40,0,10,2.16,0.0
Враца,2020,6,септември,15/09/2020,7.00,1201,0,12,52,40,0,10,4.33,0.0
Враца,2020,6,октомври,15/10/2020,8.00,1201,0,12,64,40,0,10,5.33,0.0
Враца,2020,6,ноември,15/11/2020,9.00,1201,2,12,336,40,24,10,27.98,16.7
Враца,2020,6,декември,15/12/2020,10.00,1201,2,12,335,40,16,10,27.89,16.7
Враца,2021,6,януари,15/01/2021,11.00,1201,2,12,272,40,16,10,22.65,16.7
Враца,2021,6,февруари,15/02/2021,12.00,1201,2,12,251,40,16,10,20.90,16.7
Враца,2021,6,март,15/03/2021,13.00,1201,2,12,292,40,16,10,24.31,16.7
Враца,2021,6,април,15/04/2021,14.00,1201,2,12,269,40,16,10,22.40,16.7
Враца,2021,6,май,15/05/2021,15.00,1201,2,12,190,40,10,10,15.82,16.7
Враца,2021,6,юни,15/06/2021,16.00,1201,2,12,51,40,6,10,4.25,16.7
Враца,2021,6,юли,15/07/2021,17.00,1201,2,12,54,40,6,10,4.50,16.7
Враца,2022,6,февруари,15/02/2021,24.00,1201,3,12,235,40,18,10,19.57,25.0
Враца,2022,6,януари,15/01/2022,23.00,1201,3,12,221,40,18,10,18.40,25.0
Враца,2021,6,август,15/08/2021,18.00,1201,2,12,73,40,5,10,6.08,16.7
Враца,2021,6,септември,15/09/2021,19.00,1201,2,12,104,40,9,10,8.66,16.7
Враца,2021,6,октомври,15/10/2021,20.00,1201,2,12,211,40,18,10,17.57,16.7
Враца,2021,6,ноември,15/11/2021,21.00,1201,3,12,251,40,18,10,20.90,25.0
Враца,2021,6,декември,15/12/2021,22.00,1201,3,12,261,40,18,10,21.73,25.0
Габрово,2020,7,март,15/03/2020,1.00,905,2,7,30,13,0,30,3.31,28.6
Габрово,2020,7,април,15/04/2020,2.00,905,2,7,30,13,0,30,3.31,28.6
Габрово,2020,7,май,15/05/2020,3.00,905,2,7,30,13,0,30,3.31,28.6
Габрово,2020,7,юни,15/06/2020,4.00,905,2,7,30,13,0,30,3.31,28.6
Габрово,2020,7,юли,15/07/2020,5.00,905,3,7,36,13,0,30,3.98,42.9
Габрово,2020,7,август,15/08/2020,6.00,905,3,7,40,13,0,34,4.42,42.9
Габрово,2020,7,септември,15/09/2020,7.00,905,3,7,40,13,0,34,4.42,42.9
Габрово,2020,7,октомври,15/10/2020,8.00,905,4,7,62,13,0,44,6.85,57.1
Габрово,2020,7,ноември,15/11/2020,9.00,905,5,7,201,13,5,52,22.21,71.4
Габрово,2020,7,декември,15/12/2020,10.00,905,5,7,272,13,5,52,30.06,71.4
Габрово,2021,7,януари,15/01/2021,11.00,905,5,7,127,13,5,52,14.03,71.4
Габрово,2021,7,февруари,15/02/2021,12.00,905,5,7,127,13,5,52,14.03,71.4
Габрово,2021,7,март,15/03/2021,13.00,905,5,7,198,13,8,52,21.88,71.4
Габрово,2021,7,април,15/04/2021,14.00,905,5,7,198,13,8,52,21.88,71.4
Габрово,2021,7,май,15/05/2021,15.00,905,5,7,198,13,8,52,21.88,71.4
Габрово,2021,7,юни,15/06/2021,16.00,905,5,7,77,13,7,52,8.51,71.4
Габрово,2021,7,юли,15/07/2021,17.00,905,5,7,77,13,7,52,8.51,71.4
Габрово,2022,7,февруари,15/02/2021,24.00,905,5,7,215,19,13,52,23.76,71.4
Габрово,2022,7,януари,15/01/2022,23.00,905,5,7,215,19,13,52,23.76,71.4
Габрово,2021,7,август,15/08/2021,18.00,905,5,7,119,13,8,52,13.15,71.4
Габрово,2021,7,септември,15/09/2021,19.00,905,5,7,184,13,9,52,20.33,71.4
Габрово,2021,7,октомври,15/10/2021,20.00,905,5,7,214,15,11,52,23.65,71.4
Габрово,2021,7,ноември,15/11/2021,21.00,905,5,7,219,15,11,52,24.20,71.4
Габрово,2021,7,декември,15/12/2021,22.00,905,5,7,196,15,11,52,21.66,71.4
Добрич,2020,8,март,15/03/2020,1.00,601,2,7,21,17,6,12,3.49,28.6
Добрич,2020,8,април,15/04/2020,2.00,601,2,7,21,17,6,12,3.49,28.6
Добрич,2020,8,май,15/05/2020,3.00,601,2,7,21,17,6,12,3.49,28.6
Добрич,2020,8,юни,15/06/2020,4.00,601,2,7,16,11,0,0,2.66,28.6
Добрич,2020,8,юли,15/07/2020,5.00,601,2,7,32,17,6,0,5.32,28.6
Добрич,2020,8,август,15/08/2020,6.00,601,2,7,45,17,6,0,7.49,28.6
Добрич,2020,8,септември,15/09/2020,7.00,601,2,7,45,17,6,0,7.49,28.6
Добрич,2020,8,октомври,15/10/2020,8.00,601,4,7,45,17,6,0,7.49,57.1
Добрич,2020,8,ноември,15/11/2020,9.00,601,4,7,98,11,6,0,16.31,57.1
Добрич,2020,8,декември,15/12/2020,10.00,606,4,7,110,15,6,0,18.15,57.1
Добрич,2021,8,януари,15/01/2021,11.00,606,4,7,106,15,6,0,17.49,57.1
Добрич,2021,8,февруари,15/02/2021,12.00,606,4,7,106,15,6,0,17.49,57.1
Добрич,2021,8,март,15/03/2021,13.00,606,4,7,126,15,8,0,20.79,57.1
Добрич,2021,8,април,15/04/2021,14.00,606,4,7,157,15,8,0,25.91,57.1
Добрич,2021,8,май,15/05/2021,15.00,606,4,7,83,15,6,0,13.70,57.1
Добрич,2021,8,юни,15/06/2021,16.00,606,4,7,35,15,3,3,5.78,57.1
Добрич,2021,8,юли,15/07/2021,17.00,606,4,7,35,15,3,3,5.78,57.1
Добрич,2022,8,февруари,15/02/2021,24.00,606,4,7,100,15,8,3,16.50,57.1
Добрич,2022,8,януари,15/01/2022,23.00,606,4,7,100,15,8,3,16.50,57.1
Добрич,2021,8,август,15/08/2021,18.00,606,4,7,63,15,5,3,10.40,57.1
Добрич,2021,8,септември,15/09/2021,19.00,606,4,7,66,15,6,3,10.89,57.1
Добрич,2021,8,октомври,15/10/2021,20.00,606,4,7,79,15,6,3,13.04,57.1
Добрич,2021,8,ноември,15/11/2021,21.00,606,4,7,92,15,8,3,15.18,57.1
Добрич,2021,8,декември,15/12/2021,22.00,606,4,7,91,15,8,3,15.02,57.1
Кърджали,2020,9,март,15/03/2020,1.00,769,2,6,16,19,0,14,2.08,33.3
Кърджали,2020,9,април,15/04/2020,2.00,769,2,6,16,19,0,14,2.08,33.3
Кърджали,2020,9,май,15/05/2020,3.00,769,2,6,16,19,0,14,2.08,33.3
Кърджали,2020,9,юни,15/06/2020,4.00,769,2,6,16,19,0,14,2.08,33.3
Кърджали,2020,9,юли,15/07/2020,5.00,769,2,6,26,19,4,24,3.38,33.3
Кърджали,2020,9,август,15/08/2020,6.00,769,2,6,26,19,4,24,3.38,33.3
Кърджали,2020,9,септември,15/09/2020,7.00,769,2,6,26,19,4,24,3.38,33.3
Кърджали,2020,9,октомври,15/10/2020,8.00,769,4,6,53,19,6,24,6.89,66.7
Кърджали,2020,9,ноември,15/11/2020,9.00,769,4,6,79,19,8,24,10.27,66.7
Кърджали,2020,9,декември,15/12/2020,10.00,769,5,6,190,19,10,50,24.71,83.3
Кърджали,2021,9,януари,15/01/2021,11.00,769,5,6,189,19,10,50,24.58,83.3
Кърджали,2021,9,февруари,15/02/2021,12.00,769,5,6,103,19,10,24,13.39,83.3
Кърджали,2021,9,март,15/03/2021,13.00,769,5,6,154,19,10,46,20.03,83.3
Кърджали,2021,9,април,15/04/2021,14.00,769,5,6,179,19,12,46,23.28,83.3
Кърджали,2021,9,май,15/05/2021,15.00,769,5,6,130,19,12,42,16.91,83.3
Кърджали,2021,9,юни,15/06/2021,16.00,769,5,6,38,19,10,20,4.94,83.3
Кърджали,2021,9,юли,15/07/2021,17.00,769,5,6,32,19,2,18,4.16,83.3
Кърджали,2022,9,февруари,15/02/2021,24.00,769,5,6,103,19,5,20,13.39,83.3
Кърджали,2022,9,януари,15/01/2022,23.00,769,5,6,91,19,9,20,11.83,83.3
Кърджали,2021,9,август,15/08/2021,18.00,769,5,6,61,19,3,20,7.93,83.3
Кърджали,2021,9,септември,15/09/2021,19.00,769,5,6,104,19,6,44,13.52,83.3
Кърджали,2021,9,октомври,15/10/2021,20.00,769,5,6,107,19,6,44,13.91,83.3
Кърджали,2021,9,ноември,15/11/2021,21.00,769,5,6,137,19,9,44,17.82,83.3
Кърджали,2021,9,декември,15/12/2021,22.00,769,5,6,89,19,9,20,11.57,83.3
Кюстендил,2020,9,март,15/03/2020,1.00,1011,2,5,35,22,8,48,3.46,40.0
Кюстендил,2020,10,април,15/04/2020,2.00,1011,2,5,45,22,8,46,4.45,40.0
Кюстендил,2020,10,май,15/05/2020,3.00,1011,2,5,45,22,8,46,4.45,40.0
Кюстендил,2020,10,юни,15/06/2020,4.00,1011,2,5,45,22,8,46,4.45,40.0
Кюстендил,2020,10,юли,15/07/2020,5.00,1011,2,5,45,22,8,46,4.45,40.0
Кюстендил,2020,10,август,15/08/2020,6.00,1011,2,5,45,22,8,46,4.45,40.0
Кюстендил,2020,10,септември,15/09/2020,7.00,1011,2,5,45,22,8,46,4.45,40.0
Кюстендил,2020,10,октомври,15/10/2020,8.00,1011,3,5,73,22,10,46,7.22,60.0
Кюстендил,2020,10,ноември,15/11/2020,9.00,1011,3,5,195,22,12,46,19.29,60.0
Кюстендил,2020,10,декември,15/12/2020,10.00,1011,3,5,317,22,12,46,31.36,60.0
Кюстендил,2021,10,януари,15/01/2021,11.00,1011,3,5,150,28,12,46,14.84,60.0
Кюстендил,2021,10,февруари,15/02/2021,12.00,1011,3,5,145,28,11,46,14.34,60.0
Кюстендил,2021,10,март,15/03/2021,13.00,1011,3,5,208,28,13,46,20.57,60.0
Кюстендил,2021,10,април,15/04/2021,14.00,1011,3,5,208,28,13,46,20.57,60.0
Кюстендил,2021,10,май,15/05/2021,15.00,1011,3,5,143,28,13,46,14.14,60.0
Кюстендил,2021,10,юни,15/06/2021,16.00,1011,3,5,88,28,9,46,8.70,60.0
Кюстендил,2021,10,юли,15/07/2021,17.00,1011,3,5,68,28,5,46,6.73,60.0
Кюстендил,2022,10,февруари,15/02/2021,24.00,1011,3,5,205,28,13,46,20.28,60.0
Кюстендил,2022,10,януари,15/01/2022,23.00,1011,3,5,165,28,13,46,16.32,60.0
Кюстендил,2021,10,август,15/08/2021,18.00,1011,3,5,88,28,7,46,8.70,60.0
Кюстендил,2021,10,септември,15/09/2021,19.00,1011,3,5,153,28,15,46,15.13,60.0
Кюстендил,2021,10,октомври,15/10/2021,20.00,1011,3,5,197,28,15,46,19.49,60.0
Кюстендил,2021,10,ноември,15/11/2021,21.00,1011,3,5,199,28,15,46,19.68,60.0
Кюстендил,2021,10,декември,15/12/2021,22.00,1011,3,5,149,28,15,46,14.74,60.0
Ловеч,2020,11,март,15/03/2020,1.00,596,0,6,0,13,0,10,0.00,0.0
Ловеч,2020,11,април,15/04/2020,2.00,596,2,6,48,13,0,10,8.05,33.3
Ловеч,2020,11,май,15/05/2020,3.00,596,2,6,48,13,0,10,8.05,33.3
Ловеч,2020,11,юни,15/06/2020,4.00,596,2,6,48,13,0,10,8.05,33.3
Ловеч,2020,11,юли,15/07/2020,5.00,596,2,6,48,13,0,10,8.05,33.3
Ловеч,2020,11,август,15/08/2020,6.00,596,2,6,48,13,0,10,8.05,33.3
Ловеч,2020,11,септември,15/09/2020,7.00,596,2,6,48,13,0,10,8.05,33.3
Ловеч,2020,11,октомври,15/10/2020,8.00,596,2,6,57,13,0,10,9.56,33.3
Ловеч,2020,11,ноември,15/11/2020,9.00,596,6,6,209,13,6,10,35.07,100.0
Ловеч,2020,11,декември,15/12/2020,10.00,596,6,6,227,13,6,10,38.09,100.0
Ловеч,2021,11,януари,15/01/2021,11.00,596,6,6,208,13,6,10,34.90,100.0
Ловеч,2021,11,февруари,15/02/2021,12.00,596,6,6,191,13,6,10,32.05,100.0
Ловеч,2021,11,март,15/03/2021,13.00,596,6,6,234,13,10,10,39.26,100.0
Ловеч,2021,11,април,15/04/2021,14.00,596,6,6,243,13,10,4,40.77,100.0
Ловеч,2021,11,май,15/05/2021,15.00,596,6,6,127,13,8,10,21.31,100.0
Ловеч,2021,11,юни,15/06/2021,16.00,596,6,6,72,13,8,6,12.08,100.0
Ловеч,2021,11,юли,15/07/2021,17.00,596,6,6,51,13,5,14,8.56,100.0
Ловеч,2022,11,февруари,15/02/2021,24.00,596,6,6,194,15,11,4,32.55,100.0
Ловеч,2022,11,януари,15/01/2022,23.00,596,6,6,190,15,10,4,31.88,100.0
Ловеч,2021,11,август,15/08/2021,18.00,596,6,6,122,13,8,5,20.47,100.0
Ловеч,2021,11,септември,15/09/2021,19.00,596,6,6,131,13,9,5,21.98,100.0
Ловеч,2021,11,октомври,15/10/2021,20.00,596,6,6,206,13,10,5,34.56,100.0
Ловеч,2021,11,ноември,15/11/2021,21.00,596,6,6,203,13,10,5,34.06,100.0
Ловеч,2021,11,декември,15/12/2021,22.00,596,6,6,198,13,10,4,33.22,100.0
Монтана,2020,12,март,15/03/2020,1.00,994,4,5,62,22,5,5,6.24,80.0
Монтана,2020,12,април,15/04/2020,2.00,994,4,5,62,22,5,5,6.24,80.0
Монтана,2020,12,май,15/05/2020,3.00,994,4,5,52,22,5,5,5.23,80.0
Монтана,2020,12,юни,15/06/2020,4.00,994,4,5,52,22,5,11,5.23,80.0
Монтана,2020,12,юли,15/07/2020,5.00,994,4,5,52,22,5,11,5.23,80.0
Монтана,2020,12,август,15/08/2020,6.00,994,4,5,55,22,5,11,5.53,80.0
Монтана,2020,12,септември,15/09/2020,7.00,994,4,5,55,22,5,11,5.53,80.0
Монтана,2020,12,октомври,15/10/2020,8.00,994,4,5,93,22,5,0,9.36,80.0
Монтана,2020,12,ноември,15/11/2020,9.00,994,4,5,262,22,5,0,26.36,80.0
Монтана,2020,12,декември,15/12/2020,10.00,994,4,5,262,22,5,0,26.36,80.0
Монтана,2021,12,януари,15/01/2021,11.00,994,4,5,262,22,5,0,26.36,80.0
Монтана,2021,12,февруари,15/02/2021,12.00,994,4,5,138,22,5,21,13.88,80.0
Монтана,2021,12,март,15/03/2021,13.00,994,4,5,263,22,5,0,26.46,80.0
Монтана,2021,12,април,15/04/2021,14.00,994,4,5,263,22,5,0,26.46,80.0
Монтана,2021,12,май,15/05/2021,15.00,994,4,5,246,22,5,5,24.75,80.0
Монтана,2021,12,юни,15/06/2021,16.00,994,4,5,103,22,4,20,10.36,80.0
Монтана,2021,12,юли,15/07/2021,17.00,994,4,5,29,22,2,31,2.92,80.0
Монтана,2022,12,февруари,15/02/2021,24.00,994,4,5,240,22,6,10,24.14,80.0
Монтана,2022,12,януари,15/01/2022,23.00,994,4,5,240,22,8,0,24.14,80.0
Монтана,2021,12,август,15/08/2021,18.00,994,4,5,114,22,6,18,11.47,80.0
Монтана,2021,12,септември,15/09/2021,19.00,994,4,5,189,22,7,5,19.01,80.0
Монтана,2021,12,октомври,15/10/2021,20.00,994,4,5,261,22,10,0,26.26,80.0
Монтана,2021,12,ноември,15/11/2021,21.00,994,4,5,279,22,8,0,28.07,80.0
Монтана,2021,12,декември,15/12/2021,22.00,994,4,5,238,22,6,0,23.94,80.0
Пазарджик,2020,13,март,15/03/2020,1.00,1689,8,13,364,79,12,25,21.55,61.5
Пазарджик,2020,13,април,15/04/2020,2.00,1689,8,13,364,79,67,33,21.55,61.5
Пазарджик,2020,13,май,15/05/2020,3.00,1689,9,13,369,79,67,41,21.85,69.2
Пазарджик,2020,13,юни,15/06/2020,4.00,1689,9,13,302,79,67,41,17.88,69.2
Пазарджик,2020,13,юли,15/07/2020,5.00,1689,8,13,260,79,52,33,15.39,61.5
Пазарджик,2020,13,август,15/08/2020,6.00,1689,7,13,158,79,28,33,9.35,53.8
Пазарджик,2020,13,септември,15/09/2020,7.00,1689,7,13,157,79,28,33,9.30,53.8
Пазарджик,2020,13,октомври,15/10/2020,8.00,1689,7,13,119,79,32,39,7.05,53.8
Пазарджик,2020,13,ноември,15/11/2020,9.00,1689,9,13,239,79,34,23,14.15,69.2
