region,year ,region_id,month,date,period,hospital_beds,COVID_hospitals,Hospitals,COVID_Beds,Intensive_COVID_beds,ID_Beds,Infection_beds,COVID_proportion,Hospitals_involved
Търговище,2021,25,ноември,15/11/2021,21.00,624,3,4,142,37,12,29,22.76,75.0
Търговище,2021,25,декември,15/12/2021,22.00,624,3,4,137,37,12,29,21.96,75.0
Търговище,2022,25,февруари,15/02/2021,24.00,624,3,4,145,37,12,29,23.24,75.0
Търговище,2022,25,януари,15/01/2022,23.00,624,3,4,139,37,12,29,22.28,75.0
Хасково,2020,26,март,15/03/2020,1.00,1093,1,11,12,38,0,22,1.10,9.1
Хасково,2020,26,април,15/04/2020,2.00,1093,2,11,12,38,0,22,1.10,18.2
Хасково,2020,26,май,15/05/2020,3.00,1093,4,11,12,38,0,22,1.10,36.4
Хасково,2020,26,юни,15/06/2020,4.00,1093,4,11,12,38,0,22,1.10,36.4
Хасково,2020,26,юли,15/07/2020,5.00,1093,5,11,12,38,0,22,1.10,45.5
Хасково,2020,26,август,15/08/2020,6.00,1093,6,11,27,38,0,22,2.47,54.5
Хасково,2020,26,септември,15/09/2020,7.00,1093,6,11,27,38,0,22,2.47,54.5
Хасково,2020,26,октомври,15/10/2020,8.00,1093,7,11,46,38,0,22,4.21,63.6
Хасково,2020,26,ноември,15/11/2020,9.00,1093,8,11,163,38,10,22,14.91,72.7
Хасково,2020,26,декември,15/12/2020,10.00,1093,8,11,285,38,30,22,26.08,72.7
Хасково,2021,26,януари,15/01/2021,11.00,1093,8,11,324,38,26,22,29.64,72.7
Хасково,2021,26,февруари,15/02/2021,12.00,1093,9,11,316,38,26,22,28.91,81.8
Хасково,2021,26,март,15/03/2021,13.00,1093,9,11,224,38,26,22,20.49,81.8
Хасково,2021,26,април,15/04/2021,14.00,1093,9,11,351,38,26,22,32.11,81.8
Хасково,2021,26,май,15/05/2021,15.00,1093,9,11,179,38,19,22,16.38,81.8
Хасково,2021,26,юни,15/06/2021,16.00,1093,9,11,95,38,8,22,8.69,81.8
Хасково,2021,26,юли,15/07/2021,17.00,1093,9,11,78,38,6,22,7.14,81.8
Хасково,2021,26,август,15/08/2021,18.00,1093,9,11,173,38,13,22,15.83,81.8
Хасково,2021,26,септември,15/09/2021,19.00,1093,9,11,235,38,23,22,21.50,81.8
Хасково,2021,26,октомври,15/10/2021,20.00,1093,9,11,264,38,28,22,24.15,81.8
Хасково,2021,26,ноември,15/11/2021,21.00,1093,9,11,279,38,30,22,25.53,81.8
Хасково,2021,26,декември,15/12/2021,22.00,1093,8,11,279,38,30,22,25.53,72.7
Хасково,2022,26,февруари,15/02/2021,24.00,1093,8,11,283,38,34,22,25.89,72.7
Хасково,2022,26,януари,15/01/2022,23.00,1093,8,11,279,38,30,22,25.53,72.7
Шумен,2020,27,март,15/03/2020,1.00,762,0,5,0,28,0,20,0.00,0.0
Шумен,2020,27,април,15/04/2020,2.00,762,0,5,0,28,0,20,0.00,0.0
Шумен,2020,27,май,15/05/2020,3.00,762,0,5,0,28,0,20,0.00,0.0
Шумен,2020,27,юни,15/06/2020,4.00,762,0,5,0,28,0,20,0.00,0.0
Шумен,2020,27,юли,15/07/2020,5.00,747,0,5,0,28,0,35,0.00,0.0
Шумен,2020,27,август,15/08/2020,6.00,747,0,5,0,28,0,35,0.00,0.0
Шумен,2020,27,септември,15/09/2020,7.00,747,0,5,0,28,0,35,0.00,0.0
Шумен,2020,27,октомври,15/10/2020,8.00,747,0,5,0,28,0,60,0.00,0.0
Шумен,2020,27,ноември,15/11/2020,9.00,747,3,5,213,26,4,65,28.51,60.0
Шумен,2020,27,декември,15/12/2020,10.00,747,3,5,235,26,8,65,31.46,60.0
Шумен,2021,27,януари,15/01/2021,11.00,741,3,5,238,30,8,60,32.12,60.0
Шумен,2021,27,февруари,15/02/2021,12.00,780,3,5,224,32,8,60,28.72,60.0
Шумен,2021,27,март,15/03/2021,13.00,775,3,5,241,32,8,60,31.10,60.0
Шумен,2021,27,април,15/04/2021,14.00,775,3,5,275,30,8,70,35.48,60.0
Шумен,2021,27,май,15/05/2021,15.00,741,3,5,143,28,4,45,19.30,60.0
Шумен,2021,27,юни,15/06/2021,16.00,741,3,5,79,28,4,35,10.66,60.0
Шумен,2021,27,юли,15/07/2021,17.00,741,2,5,73,28,4,35,9.85,40.0
Шумен,2021,27,август,15/08/2021,18.00,741,2,5,103,28,4,47,13.90,40.0
Шумен,2021,27,септември,15/09/2021,19.00,741,3,5,208,26,8,60,28.07,60.0
Шумен,2021,27,октомври,15/10/2021,20.00,741,2,5,188,28,8,60,25.37,40.0
Шумен,2021,27,ноември,15/11/2021,21.00,741,3,5,234,26,8,60,31.58,60.0
Шумен,2021,27,декември,15/12/2021,22.00,741,3,5,234,26,8,60,31.58,60.0
Шумен,2022,27,февруари,15/02/2021,24.00,721,3,5,199,28,8,60,27.60,60.0
Шумен,2022,27,януари,15/01/2022,23.00,721,3,5,198,28,8,60,27.46,60.0
Ямбол,2020,28,март,15/03/2020,1.00,452,1,4,10,23,0,10,2.21,25.0
Ямбол,2020,28,април,15/04/2020,2.00,452,1,4,10,23,0,10,2.21,25.0
Ямбол,2020,28,май,15/05/2020,3.00,452,1,4,10,23,0,10,2.21,25.0
Ямбол,2020,28,юни,15/06/2020,4.00,452,1,4,10,23,0,10,2.21,25.0
Ямбол,2020,28,юли,15/07/2020,5.00,452,1,4,10,23,0,10,2.21,25.0
Ямбол,2020,28,август,15/08/2020,6.00,452,1,4,10,23,0,10,2.21,25.0
Ямбол,2020,28,септември,15/09/2020,7.00,452,1,4,10,23,0,10,2.21,25.0
Ямбол,2020,28,октомври,15/10/2020,8.00,452,4,4,40,23,0,20,8.85,100.0
Ямбол,2020,28,ноември,15/11/2020,9.00,452,4,4,111,23,6,20,24.56,100.0
Ямбол,2020,28,декември,15/12/2020,10.00,452,3,4,121,23,11,20,26.77,75.0
Ямбол,2021,28,януари,15/01/2021,11.00,452,4,4,189,24,7,20,41.81,100.0
Ямбол,2021,28,февруари,15/02/2021,12.00,452,4,4,133,24,7,20,29.42,100.0
Ямбол,2021,28,март,15/03/2021,13.00,452,4,4,161,24,9,20,35.62,100.0
Ямбол,2021,28,април,15/04/2021,14.00,452,4,4,161,24,9,20,35.62,100.0
Ямбол,2021,28,май,15/05/2021,15.00,452,4,4,67,24,3,20,14.82,100.0
Ямбол,2021,28,юни,15/06/2021,16.00,452,4,4,61,24,6,20,13.50,100.0
Ямбол,2021,28,юли,15/07/2021,17.00,452,4,4,61,24,6,20,13.50,100.0
Ямбол,2021,28,август,15/08/2021,18.00,452,4,4,62,24,6,20,13.72,100.0
Ямбол,2021,28,септември,15/09/2021,19.00,452,4,4,134,24,10,20,29.65,100.0
Ямбол,2021,28,октомври,15/10/2021,20.00,452,4,4,166,24,8,20,36.73,100.0
Ямбол,2021,28,ноември,15/11/2021,21.00,452,4,4,159,24,8,22,35.18,100.0
Ямбол,2021,28,декември,15/12/2021,22.00,452,4,4,128,24,6,22,28.32,100.0
Ямбол,2022,28,февруари,15/02/2021,24.00,452,4,4,141,24,6,22,31.19,100.0
Ямбол,2022,28,януари,15/01/2022,23.00,452,4,4,132,24,6,22,29.20,100.0
